episode_id,slot,event,task_id,source_ea_id,size_mbits,policy,decision_level_1,destination_node_id,path_type,legal_action,illegal_reason,wait_slots,transmission_slots,rate_mbps,scheduled_exit_slot,service_slots,public_workload_gcycles,status,reward,delay_slots
episode-001,29,arrival,320,20,4.0,,,,,,,,,,,,,,,
episode-001,29,decision,320,20,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,29,offloading_queue_enter,320,20,,,,21,vertical,,,0,4,10.0,32,,,,,
episode-001,29,private_completed,303,2,,,,,,,,,,,,,,,,
episode-001,29,reward_collected,303,2,,,,,,,,,,,,,,completed,-2.0,2
episode-001,29,private_completed,279,4,,,,,,,,,,,,,,,,
episode-001,29,reward_collected,279,4,,,,,,,,,,,,,,completed,-4.0,4
episode-001,29,private_completed,306,8,,,,,,,,,,,,,,,,
episode-001,29,reward_collected,306,8,,,,,,,,,,,,,,completed,-2.0,2
episode-001,29,private_completed,294,9,,,,,,,,,,,,,,,,
episode-001,29,reward_collected,294,9,,,,,,,,,,,,,,completed,-3.0,3
episode-001,29,private_completed,300,18,,,,,,,,,,,,,,,,
episode-001,29,reward_collected,300,18,,,,,,,,,,,,,,completed,-3.0,3
episode-001,29,offloading_transmitted,223,3,,,,1,,,,,,,,,,,,
episode-001,29,public_queue_enter,223,3,,,,1,,,,,,,,,1.4256,,,
episode-001,29,offloading_transmitted,280,5,,,,1,,,,,,,,,,,,
episode-001,29,public_queue_enter,280,5,,,,1,,,,,,,,,0.7128,,,
episode-001,29,offloading_transmitted,313,6,,,,1,,,,,,,,,,,,
episode-001,29,public_queue_enter,313,6,,,,1,,,,,,,,,0.8315999999999999,,,
episode-001,29,offloading_transmitted,263,11,,,,21,,,,,,,,,,,,
episode-001,29,public_queue_enter,263,11,,,,21,,,,,,,,,1.1285999999999998,,,
episode-001,29,offloading_transmitted,265,17,,,,1,,,,,,,,,,,,
episode-001,29,public_queue_enter,265,17,,,,1,,,,,,,,,1.4256,,,
episode-001,29,public_completed,289,1,,,,2,,,,,,,,,,,,
episode-001,29,reward_collected,289,1,,,,,,,,,,,,,,completed,-3.0,3
episode-001,30,arrival,321,1,4.5,,,,,,,,,,,,,,,
episode-001,30,decision,321,1,,mixed_test_policy,local,1,local,True,,,,,,,,,,
episode-001,30,private_queue_enter,321,1,,,,,,,,0,,,32,3,,,,
episode-001,30,arrival,322,3,3.2,,,,,,,,,,,,,,,
episode-001,30,decision,322,3,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,30,offloading_queue_enter,322,3,,,,1,horizontal,,,16,2,30.0,47,,,,,
episode-001,30,arrival,323,4,2.2,,,,,,,,,,,,,,,
episode-001,30,decision,323,4,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,30,offloading_queue_enter,323,4,,,,21,vertical,,,5,3,10.0,37,,,,,
episode-001,30,arrival,324,6,2.6,,,,,,,,,,,,,,,
episode-001,30,decision,324,6,,mixed_test_policy,local,6,local,True,,,,,,,,,,
episode-001,30,private_queue_enter,324,6,,,,,,,,2,,,33,2,,,,
episode-001,30,arrival,325,9,2.8,,,,,,,,,,,,,,,
episode-001,30,decision,325,9,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,30,offloading_queue_enter,325,9,,,,1,horizontal,,,2,1,30.0,32,,,,,
episode-001,30,arrival,326,10,5.0,,,,,,,,,,,,,,,
episode-001,30,decision,326,10,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,30,offloading_queue_enter,326,10,,,,21,vertical,,,0,5,10.0,34,,,,,
episode-001,30,arrival,327,12,4.2,,,,,,,,,,,,,,,
episode-001,30,decision,327,12,,mixed_test_policy,local,12,local,True,,,,,,,,,,
episode-001,30,private_queue_enter,327,12,,,,,,,,0,,,32,3,,,,
episode-001,30,arrival,328,15,4.3,,,,,,,,,,,,,,,
episode-001,30,decision,328,15,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,30,offloading_queue_enter,328,15,,,,1,horizontal,,,0,2,30.0,31,,,,,
episode-001,30,arrival,329,20,2.7,,,,,,,,,,,,,,,
episode-001,30,decision,329,20,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,30,offloading_queue_enter,329,20,,,,21,vertical,,,3,3,10.0,35,,,,,
episode-001,30,private_completed,312,5,,,,,,,,,,,,,,,,
episode-001,30,reward_collected,312,5,,,,,,,,,,,,,,completed,-2.0,2
episode-001,30,offloading_transmitted,260,7,,,,21,,,,,,,,,,,,
episode-001,30,public_queue_enter,260,7,,,,21,,,,,,,,,0.9800999999999999,,,
episode-001,30,offloading_transmitted,295,12,,,,1,,,,,,,,,,,,
episode-001,30,public_queue_enter,295,12,,,,1,,,,,,,,,0.9504,,,
episode-001,30,offloading_transmitted,220,16,,,,1,,,,,,,,,,,,
episode-001,30,public_queue_enter,220,16,,,,1,,,,,,,,,1.2771,,,
episode-001,30,offloading_transmitted,266,18,,,,21,,,,,,,,,,,,
episode-001,30,public_queue_enter,266,18,,,,21,,,,,,,,,0.9504,,,
episode-001,31,arrival,330,1,4.2,,,,,,,,,,,,,,,
episode-001,31,decision,330,1,,mixed_test_policy,local,1,local,True,,,,,,,,,,
episode-001,31,private_queue_enter,330,1,,,,,,,,2,,,35,3,,,,
episode-001,31,arrival,331,4,2.8,,,,,,,,,,,,,,,
episode-001,31,decision,331,4,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,331,4,,,,1,horizontal,,,7,1,30.0,38,,,,,
episode-001,31,arrival,332,7,3.5,,,,,,,,,,,,,,,
episode-001,31,decision,332,7,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,332,7,,,,21,vertical,,,13,4,10.0,47,,,,,
episode-001,31,arrival,333,8,4.5,,,,,,,,,,,,,,,
episode-001,31,decision,333,8,,mixed_test_policy,local,8,local,True,,,,,,,,,,
episode-001,31,private_queue_enter,333,8,,,,,,,,0,,,33,3,,,,
episode-001,31,arrival,334,10,4.2,,,,,,,,,,,,,,,
episode-001,31,decision,334,10,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,334,10,,,,1,horizontal,,,4,2,30.0,36,,,,,
episode-001,31,arrival,335,13,3.0,,,,,,,,,,,,,,,
episode-001,31,decision,335,13,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,335,13,,,,21,vertical,,,6,3,10.0,39,,,,,
episode-001,31,arrival,336,14,4.5,,,,,,,,,,,,,,,
episode-001,31,decision,336,14,,mixed_test_policy,local,14,local,True,,,,,,,,,,
episode-001,31,private_queue_enter,336,14,,,,,,,,1,,,34,3,,,,
episode-001,31,arrival,337,16,2.6,,,,,,,,,,,,,,,
episode-001,31,decision,337,16,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,337,16,,,,1,horizontal,,,4,1,30.0,35,,,,,
episode-001,31,arrival,338,17,2.5,,,,,,,,,,,,,,,
episode-001,31,decision,338,17,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,338,17,,,,21,vertical,,,4,3,10.0,37,,,,,
episode-001,31,arrival,339,18,2.2,,,,,,,,,,,,,,,
episode-001,31,decision,339,18,,mixed_test_policy,local,18,local,True,,,,,,,,,,
episode-001,31,private_queue_enter,339,18,,,,,,,,1,,,33,2,,,,
episode-001,31,arrival,340,20,3.7,,,,,,,,,,,,,,,
episode-001,31,decision,340,20,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,31,offloading_queue_enter,340,20,,,,1,horizontal,,,5,2,30.0,37,,,,,
episode-001,31,private_completed,270,6,,,,,,,,,,,,,,,,
episode-001,31,reward_collected,270,6,,,,,,,,,,,,,,completed,-7.0,7
episode-001,31,private_completed,297,14,,,,,,,,,,,,,,,,
episode-001,31,reward_collected,297,14,,,,,,,,,,,,,,completed,-5.0,5
episode-001,31,private_completed,318,16,,,,,,,,,,,,,,,,
episode-001,31,reward_collected,318,16,,,,,,,,,,,,,,completed,-3.0,3
episode-001,31,private_completed,309,18,,,,,,,,,,,,,,,,
episode-001,31,reward_collected,309,18,,,,,,,,,,,,,,completed,-4.0,4
episode-001,31,offloading_transmitted,271,7,,,,1,,,,,,,,,,,,
episode-001,31,public_queue_enter,271,7,,,,1,,,,,,,,,0.6534,,,
episode-001,31,offloading_transmitted,203,8,,,,21,,,,,,,,,,,,
episode-001,31,public_queue_enter,203,8,,,,21,,,,,,,,,1.0394999999999999,,,
episode-001,31,offloading_transmitted,248,9,,,,21,,,,,,,,,,,,
episode-001,31,public_queue_enter,248,9,,,,21,,,,,,,,,1.188,,,
episode-001,31,offloading_transmitted,316,11,,,,1,,,,,,,,,,,,
episode-001,31,public_queue_enter,316,11,,,,1,,,,,,,,,1.3068,,,
episode-001,31,offloading_transmitted,275,13,,,,21,,,,,,,,,,,,
episode-001,31,public_queue_enter,275,13,,,,21,,,,,,,,,0.7128,,,
episode-001,31,offloading_transmitted,317,14,,,,21,,,,,,,,,,,,
episode-001,31,public_queue_enter,317,14,,,,21,,,,,,,,,0.6237,,,
episode-001,31,offloading_transmitted,328,15,,,,1,,,,,,,,,,,,
episode-001,31,public_queue_enter,328,15,,,,1,,,,,,,,,1.2771,,,
episode-001,31,public_completed,197,1,,,,21,,,,,,,,,,,,
episode-001,31,reward_collected,197,1,,,,,,,,,,,,,,completed,-13.0,13
episode-001,31,public_dropped_timeout,131,2,,,,21,,,,,,,,,,,,
episode-001,31,reward_collected,131,2,,,,,,,,,,,,,,dropped_timeout,-40.0,20
episode-001,32,arrival,341,1,3.3,,,,,,,,,,,,,,,
episode-001,32,decision,341,1,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,341,1,,,,21,vertical,,,2,4,10.0,37,,,,,
episode-001,32,arrival,342,4,2.2,,,,,,,,,,,,,,,
episode-001,32,decision,342,4,,mixed_test_policy,local,4,local,True,,,,,,,,,,
episode-001,32,private_queue_enter,342,4,,,,,,,,1,,,34,2,,,,
episode-001,32,arrival,343,5,3.3,,,,,,,,,,,,,,,
episode-001,32,decision,343,5,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,343,5,,,,1,horizontal,,,0,2,30.0,33,,,,,
episode-001,32,arrival,344,6,4.2,,,,,,,,,,,,,,,
episode-001,32,decision,344,6,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,344,6,,,,21,vertical,,,0,5,10.0,36,,,,,
episode-001,32,arrival,345,8,2.4,,,,,,,,,,,,,,,
episode-001,32,decision,345,8,,mixed_test_policy,local,8,local,True,,,,,,,,,,
episode-001,32,private_queue_enter,345,8,,,,,,,,2,,,35,2,,,,
episode-001,32,arrival,346,9,3.9,,,,,,,,,,,,,,,
episode-001,32,decision,346,9,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,346,9,,,,1,horizontal,,,1,2,30.0,34,,,,,
episode-001,32,arrival,347,11,3.7,,,,,,,,,,,,,,,
episode-001,32,decision,347,11,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,347,11,,,,21,vertical,,,0,4,10.0,35,,,,,
episode-001,32,arrival,348,14,4.6,,,,,,,,,,,,,,,
episode-001,32,decision,348,14,,mixed_test_policy,local,14,local,True,,,,,,,,,,
episode-001,32,private_queue_enter,348,14,,,,,,,,3,,,37,3,,,,
episode-001,32,arrival,349,15,2.8,,,,,,,,,,,,,,,
episode-001,32,decision,349,15,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,349,15,,,,1,horizontal,,,0,1,30.0,32,,,,,
episode-001,32,arrival,350,17,4.3,,,,,,,,,,,,,,,
episode-001,32,decision,350,17,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,350,17,,,,21,vertical,,,6,5,10.0,42,,,,,
episode-001,32,arrival,351,18,3.4,,,,,,,,,,,,,,,
episode-001,32,decision,351,18,,mixed_test_policy,local,18,local,True,,,,,,,,,,
episode-001,32,private_queue_enter,351,18,,,,,,,,2,,,36,3,,,,
episode-001,32,arrival,352,19,2.7,,,,,,,,,,,,,,,
episode-001,32,decision,352,19,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,352,19,,,,1,horizontal,,,6,1,30.0,38,,,,,
episode-001,32,arrival,353,20,2.9,,,,,,,,,,,,,,,
episode-001,32,decision,353,20,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,32,offloading_queue_enter,353,20,,,,21,vertical,,,6,3,10.0,40,,,,,
episode-001,32,private_completed,321,1,,,,,,,,,,,,,,,,
episode-001,32,reward_collected,321,1,,,,,,,,,,,,,,completed,-3.0,3
episode-001,32,private_completed,291,4,,,,,,,,,,,,,,,,
episode-001,32,reward_collected,291,4,,,,,,,,,,,,,,completed,-6.0,6
episode-001,32,private_completed,315,9,,,,,,,,,,,,,,,,
episode-001,32,reward_collected,315,9,,,,,,,,,,,,,,completed,-4.0,4
episode-001,32,private_completed,327,12,,,,,,,,,,,,,,,,
episode-001,32,reward_collected,327,12,,,,,,,,,,,,,,completed,-3.0,3
episode-001,32,offloading_transmitted,302,1,,,,21,,,,,,,,,,,,
episode-001,32,public_queue_enter,302,1,,,,21,,,,,,,,,1.1582999999999999,,,
episode-001,32,offloading_transmitted,269,4,,,,21,,,,,,,,,,,,
episode-001,32,public_queue_enter,269,4,,,,21,,,,,,,,,1.3068,,,
episode-001,32,offloading_transmitted,325,9,,,,1,,,,,,,,,,,,
episode-001,32,public_queue_enter,325,9,,,,1,,,,,,,,,0.8315999999999999,,,
episode-001,32,offloading_transmitted,349,15,,,,1,,,,,,,,,,,,
episode-001,32,public_queue_enter,349,15,,,,1,,,,,,,,,0.8315999999999999,,,
episode-001,32,offloading_transmitted,319,18,,,,1,,,,,,,,,,,,
episode-001,32,public_queue_enter,319,18,,,,1,,,,,,,,,0.9207,,,
episode-001,32,offloading_transmitted,221,19,,,,21,,,,,,,,,,,,
episode-001,32,public_queue_enter,221,19,,,,21,,,,,,,,,1.3661999999999999,,,
episode-001,32,offloading_transmitted,320,20,,,,21,,,,,,,,,,,,
episode-001,32,public_queue_enter,320,20,,,,21,,,,,,,,,1.188,,,
episode-001,33,arrival,354,3,3.2,,,,,,,,,,,,,,,
episode-001,33,decision,354,3,,mixed_test_policy,local,3,local,True,,,,,,,,,,
episode-001,33,private_queue_enter,354,3,,,,,,,,0,,,34,2,,,,
episode-001,33,arrival,355,4,2.7,,,,,,,,,,,,,,,
episode-001,33,decision,355,4,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,355,4,,,,1,horizontal,,,6,1,30.0,39,,,,,
episode-001,33,arrival,356,6,4.5,,,,,,,,,,,,,,,
episode-001,33,decision,356,6,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,356,6,,,,21,vertical,,,4,5,10.0,41,,,,,
episode-001,33,arrival,357,7,3.4,,,,,,,,,,,,,,,
episode-001,33,decision,357,7,,mixed_test_policy,local,7,local,True,,,,,,,,,,
episode-001,33,private_queue_enter,357,7,,,,,,,,0,,,35,3,,,,
episode-001,33,arrival,358,9,3.5,,,,,,,,,,,,,,,
episode-001,33,decision,358,9,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,358,9,,,,1,horizontal,,,2,2,30.0,36,,,,,
episode-001,33,arrival,359,11,3.4,,,,,,,,,,,,,,,
episode-001,33,decision,359,11,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,359,11,,,,21,vertical,,,3,4,10.0,39,,,,,
episode-001,33,arrival,360,13,2.9,,,,,,,,,,,,,,,
episode-001,33,decision,360,13,,mixed_test_policy,local,13,local,True,,,,,,,,,,
episode-001,33,private_queue_enter,360,13,,,,,,,,0,,,34,2,,,,
episode-001,33,arrival,361,14,2.1,,,,,,,,,,,,,,,
episode-001,33,decision,361,14,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,361,14,,,,1,horizontal,,,0,1,30.0,33,,,,,
episode-001,33,arrival,362,15,4.6,,,,,,,,,,,,,,,
episode-001,33,decision,362,15,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,362,15,,,,21,vertical,,,0,5,10.0,37,,,,,
episode-001,33,arrival,363,18,4.7,,,,,,,,,,,,,,,
episode-001,33,decision,363,18,,mixed_test_policy,local,18,local,True,,,,,,,,,,
episode-001,33,private_queue_enter,363,18,,,,,,,,4,,,39,3,,,,
episode-001,33,arrival,364,19,3.9,,,,,,,,,,,,,,,
episode-001,33,decision,364,19,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,364,19,,,,1,horizontal,,,6,2,30.0,40,,,,,
episode-001,33,arrival,365,20,4.4,,,,,,,,,,,,,,,
episode-001,33,decision,365,20,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,33,offloading_queue_enter,365,20,,,,21,vertical,,,8,5,10.0,45,,,,,
episode-001,33,private_completed,324,6,,,,,,,,,,,,,,,,
episode-001,33,reward_collected,324,6,,,,,,,,,,,,,,completed,-4.0,4
episode-001,33,private_completed,333,8,,,,,,,,,,,,,,,,
episode-001,33,reward_collected,333,8,,,,,,,,,,,,,,completed,-3.0,3
episode-001,33,private_completed,339,18,,,,,,,,,,,,,,,,
episode-001,33,reward_collected,339,18,,,,,,,,,,,,,,completed,-3.0,3
episode-001,33,offloading_transmitted,310,1,,,,2,,,,,,,,,,,,
episode-001,33,public_queue_enter,310,1,,,,2,,,,,,,,,0.8613,,,
episode-001,33,offloading_transmitted,257,3,,,,21,,,,,,,,,,,,
episode-001,33,public_queue_enter,257,3,,,,21,,,,,,,,,0.9207,,,
episode-001,33,offloading_transmitted,343,5,,,,1,,,,,,,,,,,,
episode-001,33,public_queue_enter,343,5,,,,1,,,,,,,,,0.9800999999999999,,,
episode-001,33,offloading_transmitted,226,8,,,,1,,,,,,,,,,,,
episode-001,33,public_queue_enter,226,8,,,,1,,,,,,,,,1.2771,,,
episode-001,33,offloading_transmitted,361,14,,,,1,,,,,,,,,,,,
episode-001,33,public_queue_enter,361,14,,,,1,,,,,,,,,0.6237,,,
episode-001,33,offloading_transmitted,287,16,,,,21,,,,,,,,,,,,
episode-001,33,public_queue_enter,287,16,,,,21,,,,,,,,,0.891,,,
episode-001,33,public_dropped_timeout,154,2,,,,1,,,,,,,,,,,,
episode-001,33,reward_collected,154,2,,,,,,,,,,,,,,dropped_timeout,-40.0,20
episode-001,34,arrival,366,2,4.0,,,,,,,,,,,,,,,
episode-001,34,decision,366,2,,mixed_test_policy,local,2,local,True,,,,,,,,,,
episode-001,34,private_queue_enter,366,2,,,,,,,,0,,,36,3,,,,
episode-001,34,arrival,367,5,3.1,,,,,,,,,,,,,,,
episode-001,34,decision,367,5,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,367,5,,,,1,horizontal,,,0,2,30.0,35,,,,,
episode-001,34,arrival,368,6,2.1,,,,,,,,,,,,,,,
episode-001,34,decision,368,6,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,368,6,,,,21,vertical,,,8,3,10.0,44,,,,,
episode-001,34,arrival,369,7,2.8,,,,,,,,,,,,,,,
episode-001,34,decision,369,7,,mixed_test_policy,local,7,local,True,,,,,,,,,,
episode-001,34,private_queue_enter,369,7,,,,,,,,2,,,37,2,,,,
episode-001,34,arrival,370,8,4.3,,,,,,,,,,,,,,,
episode-001,34,decision,370,8,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,370,8,,,,1,horizontal,,,12,2,30.0,47,,,,,
episode-001,34,arrival,371,10,2.0,,,,,,,,,,,,,,,
episode-001,34,decision,371,10,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,371,10,,,,21,vertical,,,3,2,10.0,38,,,,,
episode-001,34,arrival,372,12,3.1,,,,,,,,,,,,,,,
episode-001,34,decision,372,12,,mixed_test_policy,local,12,local,True,,,,,,,,,,
episode-001,34,private_queue_enter,372,12,,,,,,,,0,,,35,2,,,,
episode-001,34,arrival,373,13,2.9,,,,,,,,,,,,,,,
episode-001,34,decision,373,13,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,373,13,,,,1,horizontal,,,6,1,30.0,40,,,,,
episode-001,34,arrival,374,14,2.1,,,,,,,,,,,,,,,
episode-001,34,decision,374,14,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,374,14,,,,21,vertical,,,0,3,10.0,36,,,,,
episode-001,34,arrival,375,17,2.3,,,,,,,,,,,,,,,
episode-001,34,decision,375,17,,mixed_test_policy,local,17,local,True,,,,,,,,,,
episode-001,34,private_queue_enter,375,17,,,,,,,,0,,,35,2,,,,
episode-001,34,arrival,376,20,3.7,,,,,,,,,,,,,,,
episode-001,34,decision,376,20,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,34,offloading_queue_enter,376,20,,,,1,horizontal,,,12,2,30.0,47,,,,,
episode-001,34,private_completed,354,3,,,,,,,,,,,,,,,,
episode-001,34,reward_collected,354,3,,,,,,,,,,,,,,completed,-2.0,2
episode-001,34,private_completed,342,4,,,,,,,,,,,,,,,,
episode-001,34,reward_collected,342,4,,,,,,,,,,,,,,completed,-3.0,3
episode-001,34,private_completed,360,13,,,,,,,,,,,,,,,,
episode-001,34,reward_collected,360,13,,,,,,,,,,,,,,completed,-2.0,2
episode-001,34,private_completed,336,14,,,,,,,,,,,,,,,,
episode-001,34,reward_collected,336,14,,,,,,,,,,,,,,completed,-4.0,4
episode-001,34,offloading_transmitted,268,3,,,,1,,,,,,,,,,,,
episode-001,34,public_queue_enter,268,3,,,,1,,,,,,,,,0.6237,,,
episode-001,34,offloading_transmitted,304,4,,,,1,,,,,,,,,,,,
episode-001,34,public_queue_enter,304,4,,,,1,,,,,,,,,1.4553,,,
episode-001,34,offloading_transmitted,346,9,,,,1,,,,,,,,,,,,
episode-001,34,public_queue_enter,346,9,,,,1,,,,,,,,,1.1582999999999999,,,
episode-001,34,offloading_transmitted,326,10,,,,21,,,,,,,,,,,,
episode-001,34,public_queue_enter,326,10,,,,21,,,,,,,,,1.4849999999999999,,,
episode-001,34,offloading_transmitted,308,12,,,,21,,,,,,,,,,,,
episode-001,34,public_queue_enter,308,12,,,,21,,,,,,,,,1.0098,,,
episode-001,34,offloading_transmitted,298,16,,,,1,,,,,,,,,,,,
episode-001,34,public_queue_enter,298,16,,,,1,,,,,,,,,0.7722,,,
episode-001,34,offloading_transmitted,299,17,,,,21,,,,,,,,,,,,
episode-001,34,public_queue_enter,299,17,,,,21,,,,,,,,,1.3661999999999999,,,
episode-001,34,public_completed,310,1,,,,2,,,,,,,,,,,,
episode-001,34,reward_collected,310,1,,,,,,,,,,,,,,completed,-6.0,6
episode-001,35,arrival,377,1,2.5,,,,,,,,,,,,,,,
episode-001,35,decision,377,1,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,377,1,,,,21,vertical,,,3,3,10.0,40,,,,,
episode-001,35,arrival,378,2,2.8,,,,,,,,,,,,,,,
episode-001,35,decision,378,2,,mixed_test_policy,local,2,local,True,,,,,,,,,,
episode-001,35,private_queue_enter,378,2,,,,,,,,2,,,38,2,,,,
episode-001,35,arrival,379,3,2.9,,,,,,,,,,,,,,,
episode-001,35,decision,379,3,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,379,3,,,,1,horizontal,,,13,1,30.0,48,,,,,
episode-001,35,arrival,380,5,2.1,,,,,,,,,,,,,,,
episode-001,35,decision,380,5,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,380,5,,,,21,vertical,,,1,3,10.0,38,,,,,
episode-001,35,arrival,381,6,3.8,,,,,,,,,,,,,,,
episode-001,35,decision,381,6,,mixed_test_policy,local,6,local,True,,,,,,,,,,
episode-001,35,private_queue_enter,381,6,,,,,,,,0,,,37,3,,,,
episode-001,35,arrival,382,8,2.0,,,,,,,,,,,,,,,
episode-001,35,decision,382,8,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,382,8,,,,1,horizontal,,,13,1,30.0,48,,,,,
episode-001,35,arrival,383,11,2.6,,,,,,,,,,,,,,,
episode-001,35,decision,383,11,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,383,11,,,,21,vertical,,,5,3,10.0,42,,,,,
episode-001,35,arrival,384,12,3.2,,,,,,,,,,,,,,,
episode-001,35,decision,384,12,,mixed_test_policy,local,12,local,True,,,,,,,,,,
episode-001,35,private_queue_enter,384,12,,,,,,,,1,,,37,2,,,,
episode-001,35,arrival,385,13,2.0,,,,,,,,,,,,,,,
episode-001,35,decision,385,13,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,385,13,,,,1,horizontal,,,6,1,30.0,41,,,,,
episode-001,35,arrival,386,14,2.5,,,,,,,,,,,,,,,
episode-001,35,decision,386,14,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,386,14,,,,21,vertical,,,2,3,10.0,39,,,,,
episode-001,35,arrival,387,15,4.6,,,,,,,,,,,,,,,
episode-001,35,decision,387,15,,mixed_test_policy,local,15,local,True,,,,,,,,,,
episode-001,35,private_queue_enter,387,15,,,,,,,,0,,,37,3,,,,
episode-001,35,arrival,388,16,3.8,,,,,,,,,,,,,,,
episode-001,35,decision,388,16,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,388,16,,,,1,horizontal,,,1,2,30.0,37,,,,,
episode-001,35,arrival,389,18,2.5,,,,,,,,,,,,,,,
episode-001,35,decision,389,18,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,35,offloading_queue_enter,389,18,,,,21,vertical,,,0,3,10.0,37,,,,,
episode-001,35,arrival,390,19,2.1,,,,,,,,,,,,,,,
episode-001,35,decision,390,19,,mixed_test_policy,local,19,local,True,,,,,,,,,,
episode-001,35,private_queue_enter,390,19,,,,,,,,0,,,36,2,,,,
episode-001,35,private_completed,330,1,,,,,,,,,,,,,,,,
episode-001,35,reward_collected,330,1,,,,,,,,,,,,,,completed,-5.0,5
episode-001,35,private_completed,357,7,,,,,,,,,,,,,,,,
episode-001,35,reward_collected,357,7,,,,,,,,,,,,,,completed,-3.0,3
episode-001,35,private_completed,345,8,,,,,,,,,,,,,,,,
episode-001,35,reward_collected,345,8,,,,,,,,,,,,,,completed,-4.0,4
episode-001,35,private_completed,372,12,,,,,,,,,,,,,,,,
episode-001,35,reward_collected,372,12,,,,,,,,,,,,,,completed,-2.0,2
episode-001,35,private_completed,375,17,,,,,,,,,,,,,,,,
episode-001,35,reward_collected,375,17,,,,,,,,,,,,,,completed,-2.0,2
